Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2023-07-06-T-002,Josephine Teo,Mrs Josephine Teo,"MCI takes all of these matters of accountability seriously. SMT knows it at the Board level as well as the management level. They know that in the reviews that we will be conducting as a part of this funding arrangement, this topic will consistently come up. And we will have to satisfy ourselves that the remedies have been implemented and effort is being made to sustain trust by the public.",4,95,2023-07-06-T-002-S-00095
2023-07-06-T-002,Deputy Speaker,Mdm Deputy Speaker,Mr Zhulkarnain Abdul Rahim.,1,96,2023-07-06-T-002-S-00096
2023-07-06-T-002,Zhulkarnain Abdul Rahim,Mr Zhulkarnain Abdul Rahim (Chua Chu Kang),"Thank you, Madam. I think Members have asked various questions, including myself. I just want to remind Members of the critical role that SPH Media has played, particularly recently, in the COVID-19 fight, to dispel untruths and put the right messages out there and receive certificates of commendation as well. The level of trust, I thank the Minister for the assurance —",1,97,2023-07-06-T-002-S-00097
2023-07-06-T-002,Deputy Speaker,Mdm Deputy Speaker,"Mr Zhulkarnain, can you ask your question, please?",1,98,2023-07-06-T-002-S-00098
2023-07-06-T-002,Zhulkarnain Abdul Rahim,Mr Zhulkarnain Abdul Rahim,"Yes. So, for the future findings and future commitments to accountability and building up trust, I hope that there can be periodical reports and disclosures to the public to ensure that the measures and safeguards are being put in place.",1,99,2023-07-06-T-002-S-00099
2023-07-06-T-002,Josephine Teo,Mrs Josephine Teo,I thank the Member for his suggestion and we will certainly share it with SMT so that they can take it into account.,1,100,2023-07-06-T-002-S-00100
2023-07-06-T-002,Deputy Speaker,Mdm Deputy Speaker,Mr Louis Chua.,1,101,2023-07-06-T-002-S-00101
2023-07-06-T-002,Chua Kheng Wee Louis,Mr Chua Kheng Wee Louis (Sengkang),"Thank you, Mdm Deputy Speaker. Just one supplementary question for the Minister. Given that there may be potential breaches of the Companies Act involved, is the Accounting and Corporate Regulatory Authority (ACRA) looking at its own investigation and enforcement actions when it comes to not just the employees and ex-employees that were mentioned in the report but, potentially, also the directors of then-SPH for potential breach of fiduciary duties?",1,102,2023-07-06-T-002-S-00102
2023-07-06-T-002,Chua Kheng Wee Louis,Mr Chua Kheng Wee Louis (Sengkang),"Similarly, given that it was a listed company back then, is SGX also looking at its own regulatory actions in relation to some of these misstatements of circulation and financial figures?",2,103,2023-07-06-T-002-S-00103
2023-07-06-T-002,Josephine Teo,Mrs Josephine Teo,"Mdm Deputy Speaker, the findings have only been made available recently. As to whether the other agencies intend to take regulatory action, this is something for them to decide and I cannot answer on their behalf.",1,104,2023-07-06-T-002-S-00104
2023-07-06-T-002,Deputy Speaker,Mdm Deputy Speaker,Mr Dennis Tan.,1,105,2023-07-06-T-002-S-00105
2023-07-06-T-002,Dennis Tan Lip Fong,Mr Dennis Tan Lip Fong (Hougang),"Thank you, Mdm Deputy Speaker. I would like to ask the Minister whether ARC had looked into the failure of internal and external audit processes and the internal auditing that were done in the relevant years, because these relate to the governance aspect of the entire issue of the inflation of circulation numbers. And if they have not done so, will the Government be asking them to look into this?",1,106,2023-07-06-T-002-S-00106
2023-07-06-T-002,Josephine Teo,Mrs Josephine Teo,"Mdm Deputy Speaker, the ARC's report is public except for the redaction of names of individuals as well as companies. I have no more information to offer to Mr Tan other than what he is able to access from the public records.",1,107,2023-07-06-T-002-S-00107
2023-07-06-T-002,Josephine Teo,Mrs Josephine Teo,"It was asked by the Board to meet a set of terms of reference. The intention of the Board was to establish the scale of the circulation numbers being overstated. I am not aware of the terms of reference asking for the ARC to investigate the matter before September 2020. I am not aware of them being asked to investigate the goings-on before that. So, therefore, myself, what I can share is that, from the report, I did not see them making conclusions. I did not see them drawing conclusions for the period before that.",2,108,2023-07-06-T-002-S-00108
2023-07-06-T-002,Deputy Speaker,Mdm Deputy Speaker,"Ms Nadia Samdin. Sorry, Minister Teo.",1,109,2023-07-06-T-002-S-00109
2023-07-06-T-002,Josephine Teo,Mrs Josephine Teo,"Sorry, Mdm Deputy Speaker. I did not answer one part of the question. Are we requiring them to do that? I think I have to remind Members that we did not have a funding relationship with them before the period that was being investigated by the ARC. What reason do we have to ask for an investigation of that nature? But going forward, henceforth, that is where the accountability has to be very clear.",1,110,2023-07-06-T-002-S-00110
2023-07-06-T-003,Nadia Ahmad Samdin,Ms Nadia Ahmad Samdin,asked the Minister for Sustainability and the Environment in identifying a site for potential aquaculture activities (a) what are the considerations by the Government; and (b) what are the procedures in place for expert and public consultation.,1,111,2023-07-06-T-003-S-00111
2023-07-06-T-003,Koh Poh Koon,The Senior Minister of State for Sustainability and the Environment (Dr Koh Poh Koon) (for the Minister for Sustainability,"<strong style=""color  rgb(51, 51, 51);""> and the Environment)</strong>",1,112,2023-07-06-T-003-S-00112
2023-07-06-T-003,Koh Poh Koon,The Senior Minister of State for Sustainability and the Environment (Dr Koh Poh Koon) (for the Minister for Sustainability,"An environmental impact assessment (EIA) is done if the intended activity is expected to have an impact on the environment. The EIA process involves robust engagement with agencies, stakeholders and nature groups to review the proposed mitigating and monitoring measures.",2,113,2023-07-06-T-003-S-00113
2023-07-06-T-003,Koh Poh Koon,The Senior Minister of State for Sustainability and the Environment (Dr Koh Poh Koon) (for the Minister for Sustainability,"But beyond the EIA process, SFA also regularly engages with the nature groups and the academics as well, to keep them apprised of aquaculture development plans and works closely with them to understand the impacts of sea-based farming on our local marine environment.",3,114,2023-07-06-T-003-S-00114
2023-07-06-T-003,Deputy Speaker,Mdm Deputy Speaker,Ms Nadia Samdin.,1,115,2023-07-06-T-003-S-00115
2023-07-06-T-003,Nadia Ahmad Samdin,Ms Nadia Ahmad Samdin (Ang Mo Kio),"Thank you, Mdm Deputy Speaker. Firstly, I would like to thank the Senior Minister of State for his reply and also the recent SFA announcement that it will defer putting out a tender on sea spaces for fish farms around Pulau Satumu and Pulau Jong until further environmental studies are conducted in consultation. It is a great science-based approach.",1,116,2023-07-06-T-003-S-00116
2023-07-06-T-003,Nadia Ahmad Samdin,Ms Nadia Ahmad Samdin (Ang Mo Kio),"Two follow-up supplementary questions. In terms of the types of aquaculture activities being planned, does the Ministry have a view as to whether (a) close-looped recirculating aquaculture systems (RAS) farms which may have less impact on the surrounding ecosystems are preferred versus (b) an open-cage sea farming, which, on the other hand, may be more energy-intensive, is a better way forward for Singapore?",2,117,2023-07-06-T-003-S-00117
